"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","18","19","0","臺中市","東區","0","0","0","","","","","","","","","","","","","","","","","","","44","","","","","B03","","","1","","2","","","44","44","1","","","B03","24.142843","120.690743","3"
"2019","8","18","19","6","臺中市","北屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.184163","120.664874","3"
"2019","8","18","19","6","臺中市","西屯區","0","1","0","6","3","5","50","14","9","1","4","4","5","7","4","4","1","3","4","1","16","17","2","7","1","1","C03","7","9","1","10","2","12","","17","17","1","4","8","C03","24.169088","120.655318","2"
"2019","8","18","19","7","臺中市","烏日區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","9","","1","","","B03","24.107738","120.603265","3"
"2019","8","18","19","12","臺中市","北屯區","0","1","0","6","3","5","50","14","9","1","4","4","5","7","4","4","9","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.177892","120.693128","2"
"2019","8","18","19","25","臺中市","大里區","0","1","0","6","3","5","40","3","1","1","4","4","5","7","1","1","10","5","5","2","3","23","3","10","1","1","B03","7","5","1","4","11","8","","23","23","1","5","5","B03","24.089428","120.694214","2"
"2019","8","18","19","25","臺中市","大甲區","0","1","0","6","3","5","70","4","2","1","4","4","5","7","1","1","1","2","4","1","13","23","2","7","1","1","C03","7","9","1","10","2","12","","23","23","1","9","8","C03","24.36569","120.641522","2"
"2019","8","18","19","27","臺中市","潭子區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.215608","120.687993","3"
"2019","8","18","19","29","臺中市","龍井區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.187287","120.582967","3"
"2019","8","18","19","35","臺中市","大里區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.098439","120.695806","3"
"2019","8","18","19","39","臺中市","北屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","23","","1","","","A11","24.18722","120.686146","3"
"2019","8","18","19","45","臺中市","后里區","0","1","0","6","4","5","50","14","12","1","4","4","5","7","4","4","5","5","4","1","17","4","3","10","3","4","B03","7","15","1","8","2","4","","4","4","1","22","8","B03","24.310633","120.712156","2"
"2019","8","18","20","14","臺中市","北區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","9","","1","","","B03","24.165321","120.682946","3"
"2019","8","18","20","20","臺中市","北屯區","0","1","0","6","3","5","40","14","7","1","4","4","3","7","4","4","5","5","4","2","12","7","2","9","1","1","C03","7","7","1","10","2","14","","7","7","1","5","8","C03","24.164846","120.690645","2"
"2019","8","18","20","20","臺中市","清水區","0","0","0","8","3","5","50","","","","","","","","","","","","","","","25","","","","","B12","","","1","","2","","","25","25","1","22","","B12","24.263101","120.572886","3"
"2019","8","18","20","21","臺中市","北區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","5","4","5","2","3","15","3","10","1","1","B03","7","6","1","7","2","5","","15","15","1","5","8","B03","24.1671","120.6778","2"
"2019","8","18","20","29","臺中市","大里區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","8","","1","22","","B03","24.112206","120.688821","3"
"2019","8","18","20","30","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","16","","","","","B12","","","1","","2","","","16","16","1","5","","B12","24.12775","120.669389","3"
"2019","8","18","20","48","臺中市","西屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","12","","B03","24.184273","120.608969","3"
"2019","8","18","20","50","臺中市","霧峰區","0","1","0","6","3","5","50","14","7","1","4","4","5","7","1","1","3","4","4","1","13","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","4","8","C03","24.075666","120.699959","2"
"2019","8","18","21","0","臺中市","烏日區","0","1","0","6","3","5","50","4","1","1","4","4","5","7","2","1","4","4","5","1","17","10","3","10","1","1","B03","7","11","1","8","3","4","","10","10","1","21","8","B03","24.110485","120.625741","2"
"2019","8","18","21","6","臺中市","潭子區","0","0","0","6","3","5","50","3","1","1","4","4","5","7","1","1","1","4","4","1","14","12","3","10","1","1","B03","7","2","6","8","7","6","","12","12","1","21","8","B03","24.216023","120.694713","3"
"2019","8","18","21","7","臺中市","大里區","0","0","0","6","","","0","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.101379","120.687929","3"
"2019","8","18","21","24","臺中市","大里區","0","0","0","6","","","40","","","","","","","","","","","","","","","5","","","","","B03","","","1","","2","","","6","5","1","11","","B03","24.087215","120.70444","3"
"2019","8","18","21","37","臺中市","北屯區","0","2","0","6","3","5","50","4","1","1","4","4","5","7","2","1","10","5","5","2","16","10","3","10","1","1","B03","7","11","1","8","2","4","","10","10","1","5","8","B03","24.168753","120.697421","2"
"2019","8","18","21","56","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.163705","120.647303","3"
"2019","8","18","22","0","臺中市","霧峰區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","1","22","","B03","24.044073","120.687262","3"
"2019","8","18","22","20","臺中市","潭子區","0","0","0","6","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.209801","120.70525","3"
"2019","8","18","22","26","臺中市","太平區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","8","","B03","24.121213","120.716382","3"
"2019","8","18","22","31","臺中市","西區","0","3","0","6","3","5","50","4","2","1","4","4","5","7","4","4","5","4","5","2","13","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","9","9","C03","24.150513","120.661452","2"
"2019","8","18","22","37","臺中市","大雅區","0","1","0","6","3","5","50","3","2","1","4","4","5","7","1","1","5","5","4","1","13","16","3","10","1","1","B03","7","9","1","8","2","5","","16","16","1","22","8","B03","24.219242","120.640987","2"
"2019","8","18","22","39","臺中市","北屯區","0","1","0","6","3","5","50","4","1","1","4","4","5","7","1","1","5","4","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","22","8","B03","24.176125","120.724697","2"
"2019","8","18","22","46","臺中市","東區","0","0","0","6","","","40","","","","","","","","","","","","","","","43","","","","","","","","","","","","","43","43","","","","","24.135841","120.700931","3"
"2019","8","18","23","3","臺中市","西屯區","","","","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.199716","120.65686","3"
"2019","8","18","23","11","臺中市","北區","0","0","0","8","","","40","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","12","","","22","","B03","24.166464","120.677146","3"
"2019","8","18","23","41","臺中市","大里區","0","2","0","6","3","5","50","5","1","1","4","4","5","7","3","1","9","5","4","2","16","6","3","10","1","1","B03","7","9","1","8","2","2","","6","6","1","22","8","B03","24.093768","120.700581","2"
"2019","8","19","2","24","臺中市","北屯區","0","1","0","6","3","5","50","5","1","1","4","4","5","7","4","4","10","5","5","2","16","26","2","9","1","1","C03","7","6","1","10","2","11","","26","26","1","4","8","C03","24.1702","120.6904","2"
"2019","8","19","3","40","臺中市","東區","0","0","0","6","3","5","50","14","9","1","4","4","5","7","4","4","9","5","5","2","29","12","3","10","1","1","B03","7","2","1","8","11","3","","12","12","1","22","8","B03","24.127238","120.699286","3"
"2019","8","19","4","31","臺中市","東區","0","0","0","6","","","40","","","","","","","","","","","","","","","6","","","","","B03","","","1","8","2","","","6","6","1","","","B03","24.145281","120.699573","3"
"2019","8","19","6","25","臺中市","霧峰區","0","1","0","8","1","5","40","4","1","5","4","4","5","7","4","4","10","5","5","2","19","42","2","9","1","1","C03","7","9","4","8","2","11","","42","42","1","21","1","C03","24.062358","120.700793","2"
"2019","8","19","6","53","臺中市","東區","0","0","0","8","1","5","50","4","2","1","5","4","5","7","1","1","5","2","4","2","13","21","3","10","1","1","B03","7","9","1","8","5","1","","21","21","1","21","8","B03","24.142696","120.692765","3"
"2019","8","19","6","56","臺中市","南屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","2","8","1","1","C03","7","9","1","10","2","11","","25","25","1","22","9","C03","24.149951","120.647771","2"
"2019","8","19","6","57","臺中市","潭子區","0","1","0","7","1","5","50","3","1","1","5","4","5","7","4","4","5","5","5","1","16","6","3","10","1","1","B03","7","5","1","8","2","15","","6","6","1","22","8","B03","24.204201","120.721606","2"
"2019","8","19","7","3","臺中市","西屯區","0","1","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","4","4","2","16","23","2","8","3","4","C03","7","9","1","10","2","11","","23","23","1","22","9","C03","24.177238","120.669273","2"
"2019","8","19","7","24","臺中市","北屯區","0","1","0","8","1","5","70","14","9","1","5","4","5","7","4","4","1","3","5","1","13","16","3","10","1","1","B12","7","9","1","8","2","1","3","16","16","1","5","8","B12","24.201177","120.683843","2"
"2019","8","19","7","28","臺中市","龍井區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.17738","120.575625","3"
"2019","8","19","7","30","臺中市","東勢區","0","1","0","7","1","5","50","4","2","1","4","4","5","7","2","1","5","4","5","1","17","42","3","10","1","1","C03","7","9","1","10","2","12","","42","42","1","9","1","C03","24.251101","120.833781","2"
"2019","8","19","7","33","臺中市","大雅區","0","1","0","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","1","13","16","2","8","1","1","C03","7","9","1","10","2","11","","16","16","1","21","8","C03","24.228034","120.665204","2"
"2019","8","19","7","35","臺中市","西屯區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","25","3","10","1","1","B03","7","9","1","8","2","5","","25","25","1","21","8","B03","24.182146","120.636043","2"
"2019","8","19","7","38","臺中市","神岡區","0","3","0","7","1","5","50","3","1","1","4","4","5","7","1","1","10","5","5","2","17","16","2","9","3","4","C03","7","9","1","10","2","11","","16","16","1","22","1","C03","24.279066","120.705511","2"
"2019","8","19","7","45","臺中市","北屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","6","","1","22","","C03","24.174852","120.669511","3"
"2019","8","19","7","49","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","22","","C03","24.212782","120.647133","3"
"2019","8","19","7","50","臺中市","大里區","0","2","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","8","1","1","C03","7","5","1","10","2","11","","6","6","1","21","8","C03","24.106425","120.697653","2"
"2019","8","19","7","50","臺中市","神岡區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.258348","120.689416","3"
"2019","8","19","7","52","臺中市","神岡區","0","1","0","7","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","17","6","2","9","1","1","C03","7","9","1","10","2","12","","6","6","1","22","9","C03","24.247365","120.663453","2"
"2019","8","19","7","59","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.129423","120.735716","3"
"2019","8","19","8","0","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.180726","120.721763","3"
"2019","8","19","8","1","臺中市","大雅區","0","1","0","8","1","5","40","11","9","1","5","4","5","1","4","4","10","5","5","1","11","6","2","8","1","1","C03","7","5","3","18","2","11","","6","6","1","21","8","C03","24.214576","120.650437","2"
"2019","8","19","8","8","臺中市","烏日區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.107874","120.622217","3"
"2019","8","19","8","10","臺中市","西區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.139292","120.676455","3"
"2019","8","19","8","14","臺中市","西屯區","0","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","22","","B03","24.168885","120.629548","3"
"2019","8","19","8","15","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","","","C03","24.146029","120.61623","3"
"2019","8","19","8","20","臺中市","東區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","5","","6","6","1","22","8","B03","24.135641","120.703966","2"
"2019","8","19","8","20","臺中市","大雅區","0","1","0","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","1","15","6","3","10","1","1","B03","7","9","1","8","2","2","","6","6","1","22","9","B03","24.226521","120.661593","2"
"2019","8","19","8","22","臺中市","清水區","0","1","0","6","1","5","40","3","9","1","4","4","5","7","4","4","9","5","5","2","16","6","2","9","1","1","C03","7","5","1","10","2","12","","6","6","1","21","1","C03","24.264772","120.563063","2"
"2019","8","19","8","23","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.214651","120.649567","3"
"2019","8","19","8","25","臺中市","大甲區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","5","4","4","1","16","19","3","10","1","4","B03","7","1","1","8","2","4","","19","19","1","21","1","B03","24.34186","120.622859","2"
"2019","8","19","8","26","臺中市","北區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","10","5","5","2","29","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","5","8","C03","24.16628","120.670539","2"
"2019","8","19","8","28","臺中市","東區","0","1","0","7","1","5","50","3","2","1","5","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","C03","7","9","1","10","2","11","","23","6","1","5","8","C03","24.130455","120.690173","2"
"2019","8","19","8","31","臺中市","烏日區","1","0","0","8","1","5","50","14","8","1","5","4","5","7","4","4","4","3","4","1","17","19","3","10","1","1","G03","7","1","1","1","2","1","","19","19","1","21","8","G03","24.074509","120.64287","1"
"2019","8","19","8","37","臺中市","大里區","0","1","0","8","1","5","50","3","2","1","5","4","5","7","4","4","5","2","5","1","16","27","3","10","1","1","B03","7","5","1","8","2","8","","27","27","1","22","9","B03","24.109294","120.692317","2"
"2019","8","19","8","39","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","22","","B12","24.1635","120.6857","3"
"2019","8","19","8","40","臺中市","南屯區","0","2","0","7","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","3","1","1","B03","7","9","1","8","2","2","","6","6","1","22","8","B03","24.143071","120.625328","2"
"2019","8","19","8","42","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","18","","1","","","B03","24.163202","120.634008","3"
"2019","8","19","8","46","臺中市","北屯區","0","2","0","8","1","5","40","11","9","1","5","4","5","4","4","4","10","5","5","2","10","5","2","9","1","1","C03","7","9","1","10","2","11","12","5","5","1","5","8","C03","24.178537","120.736991","2"
"2019","8","19","8","49","臺中市","西屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.179501","120.625033","3"
"2019","8","19","8","58","臺中市","北區","0","2","0","7","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","13","16","2","9","1","1","C03","7","5","1","10","2","11","","16","16","1","22","8","C03","24.16029","120.683306","2"
"2019","8","19","8","58","臺中市","太平區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.137377","120.724284","3"
"2019","8","19","8","59","臺中市","西區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","17","23","3","10","1","1","B03","7","5","1","8","2","1","","23","23","1","5","5","B03","24.142073","120.665014","2"
"2019","8","19","9","0","臺中市","南區","0","1","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","5","8","B03","24.114982","120.668274","2"
"2019","8","19","9","9","臺中市","北區","0","1","0","8","1","5","50","14","8","1","5","4","5","7","4","4","1","4","4","2","13","23","3","10","1","1","C03","7","9","1","8","2","11","","23","23","1","5","8","C03","24.163932","120.674078","2"
"2019","8","19","9","9","臺中市","烏日區","0","1","0","7","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","17","12","3","10","1","1","B03","7","2","1","8","2","3","","12","12","1","21","1","B03","24.108173","120.598313","2"
"2019","8","19","9","10","臺中市","清水區","0","1","0","7","1","5","50","5","1","1","5","4","5","7","4","4","5","4","5","1","15","6","3","10","1","1","B12","7","9","1","8","2","6","","6","6","1","21","8","B12","24.274843","120.576068","2"
"2019","8","19","9","17","臺中市","西區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.141137","120.66656","2"
"2019","8","19","9","20","臺中市","西區","0","2","0","6","1","5","40","4","2","1","4","4","5","7","1","1","10","5","5","2","17","16","2","9","3","4","C03","7","9","1","10","2","13","","16","16","1","21","8","C03","24.137223","120.665792","2"
"2019","8","19","9","23","臺中市","霧峰區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","42","","1","21","","B12","24.07607","120.714538","3"
"2019","8","19","9","27","臺中市","豐原區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.251132","120.741518","3"
"2019","8","19","9","31","臺中市","清水區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.272961","120.577011","3"
"2019","8","19","9","44","臺中市","北區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","26","2","9","1","1","C03","7","9","1","10","2","11","","26","26","1","22","8","C03","24.1627","120.6866","2"
"2019","8","19","10","10","臺中市","東區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","22","","B03","24.13271","120.692841","3"
"2019","8","19","10","10","臺中市","南屯區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","6","3","10","3","4","B03","7","6","1","8","2","5","","6","6","1","22","9","B03","24.148795","120.646736","2"
"2019","8","19","10","10","臺中市","清水區","0","1","0","7","1","5","40","11","9","1","5","4","5","7","4","4","10","5","5","1","10","19","3","10","1","1","B03","7","1","1","8","2","1","","19","19","1","21","8","B03","24.267976","120.600056","2"
"2019","8","19","10","18","臺中市","烏日區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.106668","120.614283","3"
"2019","8","19","10","19","臺中市","后里區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","22","","B03","24.30725","120.721805","3"
"2019","8","19","10","24","臺中市","北屯區","0","1","0","8","1","5","50","14","7","1","5","4","5","7","4","4","1","4","4","2","12","7","2","9","1","1","C03","7","7","1","10","2","14","","7","7","1","21","8","C03","24.186722","120.663535","2"
"2019","8","19","10","28","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","43","","","","","B03","","","1","","2","","","43","43","2","21","","B03","24.181594","120.688538","3"
"2019","8","19","10","34","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","19","","","10","","A12","24.242192","120.719514","3"
"2019","8","19","10","35","臺中市","神岡區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","9","5","5","2","3","53","2","9","4","5","H01","8","16","8","20","10","16","","53","53","1","22","9","H01","24.267481","120.700103","2"
"2019","8","19","10","41","臺中市","后里區","0","2","0","8","1","5","50","3","2","1","5","4","5","7","4","4","5","4","4","1","16","19","2","9","1","1","C03","7","1","3","18","2","14","","19","19","1","19","8","C03","24.303236","120.714583","2"
"2019","8","19","10","43","臺中市","中區","1","0","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","1","9","3","4","C04","7","9","1","8","2","11","","25","25","1","20","8","C04","24.145563","120.679155","1"
"2019","8","19","10","45","臺中市","梧棲區","0","2","0","7","1","5","50","14","7","1","5","4","5","7","4","4","4","4","4","2","16","7","2","9","1","1","C03","7","7","1","10","2","14","","7","7","1","20","8","C03","24.254285","120.530303","2"
"2019","8","19","10","52","臺中市","豐原區","0","0","0","8","","","60","","","","","","","","","","","","","","","42","","","","","A12","","","1","","2","","","17","42","1","22","","A12","24.246606","120.703128","3"
"2019","8","19","11","12","臺中市","潭子區","0","1","0","8","1","5","60","5","1","1","5","4","5","7","1","1","10","5","4","2","12","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","21","8","B03","24.200686","120.703288","2"
"2019","8","19","11","18","臺中市","南區","0","1","0","8","1","5","50","14","7","1","3","4","1","7","4","4","5","5","4","2","12","26","3","10","1","1","B12","7","8","1","6","2","2","","26","26","1","5","8","B12","24.131983","120.679055","2"
"2019","8","19","11","29","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.200853","120.64631","3"
"2019","8","19","11","30","臺中市","沙鹿區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","17","","1","5","","C03","24.240203","120.602071","3"
"2019","8","19","11","30","臺中市","大甲區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","8","","6","6","1","5","4","B03","24.403228","120.648434","2"
"2019","8","19","11","50","臺中市","豐原區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","","12","","B12","24.224245","120.722415","3"
"2019","8","19","11","52","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.252123","120.527983","3"
"2019","8","19","11","56","臺中市","西區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","3","4","B03","7","6","1","8","2","5","","6","6","1","21","8","B03","24.141233","120.661659","2"
"2019","8","19","12","0","臺中市","北區","0","1","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","22","8","B03","24.155742","120.675137","2"
"2019","8","19","12","0","臺中市","大甲區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","10","","","44","","1","22","","B03","","","3"
"2019","8","19","12","9","臺中市","北區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","5","8","B03","24.155643","120.694441","2"
"2019","8","19","12","20","臺中市","北屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","17","17","3","10","3","4","B03","7","15","1","8","2","2","","17","17","1","21","8","B03","24.203654","120.674346","2"
"2019","8","19","12","25","臺中市","北區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","18","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","22","8","C03","24.149204","120.686116","2"
"2019","8","19","12","36","臺中市","西區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","10","3","10","1","1","B03","7","11","1","8","2","5","","10","10","1","22","9","B03","24.152408","120.670273","2"
"2019","8","19","12","57","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A31","","","1","","2","","","12","","1","","","A31","24.163319","120.651018","3"
"2019","8","19","13","26","臺中市","西屯區","0","1","0","7","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","3","4","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.176334","120.642749","2"
"2019","8","19","13","29","臺中市","東區","0","1","0","8","1","5","50","14","7","1","5","4","5","7","4","4","5","4","4","2","16","42","2","7","1","1","C03","7","9","1","10","2","14","","42","42","1","22","8","C03","24.142806","120.692627","2"
"2019","8","19","13","39","臺中市","龍井區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","12","","B03","24.218474","120.542641","3"
"2019","8","19","13","45","臺中市","西屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","1","5","5","2","16","7","2","9","1","1","C03","7","7","1","10","2","11","","7","7","1","22","8","C03","24.200782","120.657088","2"
"2019","8","19","13","52","臺中市","西區","0","1","0","7","1","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","16","42","3","10","1","1","B12","7","5","1","8","2","7","","42","42","1","21","8","B12","24.155468","120.659804","2"
"2019","8","19","13","56","臺中市","北區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.1604","120.6842","3"
"2019","8","19","13","58","臺中市","北屯區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","4","8","B03","24.191445","120.66041","2"
"2019","8","19","14","10","臺中市","烏日區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","22","","B12","24.066928","120.64875","3"
"2019","8","19","14","12","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","5","","B03","24.155362","120.68593","3"
"2019","8","19","14","24","臺中市","太平區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","12","43","3","10","1","1","B12","7","9","1","4","2","2","","43","43","1","5","8","B12","24.138346","120.715085","2"
"2019","8","19","14","41","臺中市","西屯區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.200853","120.64631","3"
"2019","8","19","14","45","臺中市","大里區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.095255","120.683931","3"
"2019","8","19","14","46","臺中市","烏日區","0","1","0","7","1","5","50","14","9","1","5","4","5","7","1","1","5","2","5","1","13","19","3","10","1","1","A11","7","1","1","2","2","1","","19","19","1","21","8","A11","24.092486","120.647856","2"
"2019","8","19","14","50","臺中市","石岡區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","12","","1","22","","A11","24.277065","120.762482","3"
"2019","8","19","14","53","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.172311","120.663883","3"
"2019","8","19","14","56","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","23","","","21","","B03","24.157742","120.658482","4"
